0.69	b
0.60	b
0.33	b
-0.14	b
-0.48	b
1.70	b
-0.87	b
0.82	b
0.16	b
-0.20	b
0.60	b
0.72	b
-0.05	b
-0.39	b
-0.39	b
0.26	b
-0.71	b
1.07	b
-0.47	b
1.68	b
1.12	b
1.24	b
1.11	b
-0.85	b
0.36	b
0.71	b
0.03	b
-0.28	b
-1.59	b
-0.82	b
0.05	b
-0.60	b
-0.27	b
-0.51	b
1.67	b
-0.26	b
-1.17	b
0.15	b
1.17	b
-0.10	b
-0.92	b
1.01	b
-0.35	b
-2.56	b
0.51	b
-0.14	b
-0.21	b
1.06	b
-0.08	b
-0.87	b
0.90	b
-0.41	b
-1.65	b
0.81	b
-0.21	b
0.21	b
0.13	b
0.24	b
0.75	b
-1.89	b
0.30	b
0.98	c
0.40	c
0.56	c
0.43	c
0.01	c
0.59	c
0.28	c
0.13	c
0.31	c
0.20	c
0.18	c
0.29	c
0.46	c
0.09	c
0.26	c
0.08	c
1.00	c
0.81	c
0.78	c
0.09	c
0.87	c
0.87	c
0.50	c
0.65	c
0.24	c
0.59	c
0.55	c
0.92	c
0.38	c
0.08	c
0.14	c
0.62	c
0.14	c
0.01	c
0.55	c
0.70	c
0.88	c
0.02	c
0.70	c
0.41	c
0.38	c
0.71	c
0.56	c
0.38	c
0.57	c
0.03	c
0.44	c
0.25	c
0.68	c
0.84	c
0.37	c
0.66	c
0.66	c
0.29	c
0.59	c
0.81	c
0.98	c
0.52	c
0.30	c
0.54	c
0.04	c
0.55	c
0.94	c
0.07	c
1.00	c
0.27	c
0.34	c
0.19	c
0.22	c
0.52	c
0.81	c
0.01	c
0.73	c
0.74	c
0.16	c
0.66	c
0.05	c
0.95	c
0.54	c
0.21	c
0.99	c
0.11	c
0.44	c
0.49	c
0.26	c
0.25	c
0.00	c
0.04	c
0.05	c
0.68	c
0.40	c
0.12	c
0.85	c
0.50	c
0.47	c
0.33	c
0.95	c
0.50	c
0.08	c
0.99	c
0.51	c
0.14	c
0.39	c
0.13	c
1.00	c
0.75	c
0.79	c
0.57	c
0.72	c
0.50	c
0.55	c
0.37	c
0.45	c
0.64	c
0.91	c
0.92	c
0.91	c
0.63	c
0.49	c
0.74	c
0.50	c
0.50	c
0.50	c
0.01	c
0.09	c
0.10	c
0.21	c
0.38	c
0.22	c
0.72	c
0.87	c
0.48	c
0.43	c
0.90	c
0.29	c
0.95	c
0.53	c
0.27	c
0.89	c
0.22	c
0.11	c
0.55	c
0.31	c
0.17	c
0.86	c
0.12	c
0.37	c
0.87	c
0.40	c
0.46	c
0.10	c
0.92	c
0.72	c
0.83	c
0.48	c
0.68	c
0.27	c
0.78	c
0.45	c
0.24	c
0.74	c
0.29	c
0.86	c
0.83	c
0.79	c
0.02	c
0.97	c
0.85	c
0.03	c
0.24	c
0.52	c
0.10	c
0.25	c
0.04	c
0.01	c
0.87	c
0.04	c
0.77	c
0.21	c
0.48	c
0.73	c
0.20	c
0.06	c
0.27	c
0.01	c
0.06	c
0.17	c
0.88	c
0.92	c
0.53	c
0.90	c
0.02	c
0.88	c
0.68	c
0.52	c
0.88	c
0.80	c
0.72	c
0.59	c
0.49	c
